VARIABLE NAME,developer-friendly name,NAME OF DATA ELEMENT,SOURCE,dev-category
OMENRAP_NOTFIRSTTIME,outcome_percentage.not_first_time.8yr.transfer,Percentage of not first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry,IPEDS,completion
OMAWDP8_NOTFIRSTTIME,outcome_percentage.not_first_time.8yr.award,Percentage of not first-time student receiving an award within 8 years of entry,IPEDS,completion
OMENRUP_NOTFIRSTTIME,outcome_percentage.not_first_time.8yr.unknown,Percentage of not first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry,IPEDS,completion
OMENRYP_FULLTIME,outcome_percentage.full_time.8yr.still_enrolled,Percentage of full-time students that did not receive an award and are still enrolled at this institution 8 years after entry,IPEDS,completion
OMENRAP_FULLTIME,outcome_percentage.full_time.8yr.transfer,Percentage of full-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry,IPEDS,completion
OMAWDP8_FULLTIME,outcome_percentage.full_time.8yr.award,Percentage of full-time student receiving an award within 8 years of entry,IPEDS,completion
OMENRUP_FULLTIME,outcome_percentage.full_time.8yr.unknown,Percentage of full-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry,IPEDS,completion
OMENRYP_PARTTIME,outcome_percentage.part_time.8yr.still_enrolled,Percentage of part-time students that did not receive an award and are still enrolled at this institution 8 years after entry,IPEDS,completion
OMENRAP_PARTTIME,outcome_percentage.part_time.8yr.transfer,Percentage of part-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry,IPEDS,completion
OMAWDP8_PARTTIME,outcome_percentage.part_time.8yr.award,Percentage of part-time student receiving an award within 8 years of entry,IPEDS,completion
OMENRUP_PARTTIME,outcome_percentage.part_time.8yr.unknown,Percentage of part-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry,IPEDS,completion
OMENRYP_ALL_POOLED_SUPP,outcome_percentage_suppressed.all_students.8yr.still_enrolled_pooled,"Percentage of all students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRAP_ALL_POOLED_SUPP,outcome_percentage_suppressed.all_students.8yr.transfer_pooled,"Percentage of all students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMAWDP8_ALL_POOLED_SUPP,outcome_percentage_suppressed.all_students.8yr.award_pooled,"Percentage of all student receiving an award within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRUP_ALL_POOLED_SUPP,outcome_percentage_suppressed.all_students.8yr.unknown_pooled,"Percentage of all students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRYP_FIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.first_time.8yr.still_enrolled_pooled,"Percentage of first-time students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRAP_FIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.first_time.8yr.transfer_pooled,"Percentage of first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMAWDP8_FIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.first_time.8yr.award_pooled,"Percentage of first-time student receiving an award within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRUP_FIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.first_time.8yr.unknown_pooled,"Percentage of first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRYP_NOTFIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.not_first_time.8yr.still_enrolled_pooled,"Percentage of not first-time students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRAP_NOTFIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.not_first_time.8yr.transfer_pooled,"Percentage of not first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMAWDP8_NOTFIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.not_first_time.8yr.award_pooled,"Percentage of not first-time student receiving an award within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRUP_NOTFIRSTTIME_POOLED_SUPP,outcome_percentage_suppressed.not_first_time.8yr.unknown_pooled,"Percentage of not first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRYP_FULLTIME_POOLED_SUPP,outcome_percentage_suppressed.full_time.8yr.still_enrolled_pooled,"Percentage of full-time students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRAP_FULLTIME_POOLED_SUPP,outcome_percentage_suppressed.full_time.8yr.transfer_pooled,"Percentage of full-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMAWDP8_FULLTIME_POOLED_SUPP,outcome_percentage_suppressed.full_time.8yr.award_pooled,"Percentage of full-time student receiving an award within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRUP_FULLTIME_POOLED_SUPP,outcome_percentage_suppressed.full_time.8yr.unknown_pooled,"Percentage of full-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRYP_PARTTIME_POOLED_SUPP,outcome_percentage_suppressed.part_time.8yr.still_enrolled_pooled,"Percentage of part-time students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRAP_PARTTIME_POOLED_SUPP,outcome_percentage_suppressed.part_time.8yr.transfer_pooled,"Percentage of part-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMAWDP8_PARTTIME_POOLED_SUPP,outcome_percentage_suppressed.part_time.8yr.award_pooled,"Percentage of part-time student receiving an award within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
OMENRUP_PARTTIME_POOLED_SUPP,outcome_percentage_suppressed.part_time.8yr.unknown_pooled,"Percentage of part-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry, pooled in rolling averages and suppressed for small n size",IPEDS,completion
FTFTPCTPELL,ftft_pell_grant_rate,"Percentage of full-time, first-time degree/certificate-seeking undergraduate students awarded a Pell Grant",IPEDS,aid
FTFTPCTFLOAN,ftft_federal_loan_rate,"Percentage of full-time, first-time degree/certificate-seeking undergraduate students awarded a federal loan",IPEDS,aid
UG12MN,enrollment.undergrad_12_month,Unduplicated count of undergraduate students enrolled during a 12 month period,IPEDS,student
G12MN,enrollment.grad_12_month,Unduplicated count of graduate students enrolled during a 12 month period,IPEDS,student
SCUGFFN,ftft_undergrads_with_pell_grant_or_federal_student_loan,"Number of full-time, first-time degree/certificate-seeking undergraduate students (denominator for percent full-time, first-time degree/certificate-seeking undergraduates receiving a pell grant or federal student loan)",IPEDS,student
POOLYRS_FTFTAIDPCT,ftft_undergrads_pell_federal_loan_years,Years used for rolling averages of FTFTPCTPELL_POOLED_SUPP and FTFTPCTFLOAN_POOLED_SUPP,IPEDS,aid
FTFTPCTPELL_POOLED_SUPP,ftft_pell_grant_rate_pooled,"Percentage of full-time, first-time degree/certificate-seeking undergraduate students awarded a Pell Grant, pooled in rolling averages and suppressed for small n size",IPEDS,aid
FTFTPCTFLOAN_POOLED_SUPP,ftft_federal_loan_rate_pooled,"Percentage of full-time, first-time degree/certificate-seeking undergraduate students awarded a federal loan, pooled in rolling averages and suppressed for small n size",IPEDS,aid
SCUGFFN_POOLED,ftft_undergrads_with_pell_grant_or_federal_student_loan_pooled,"Number of full-time, first-time degree/certificate-seeking undergraduate students (denominator for percent full-time, first-time degree/certificate-seeking undergraduates receiving a pell grant or federal student loan), pooled in rolling averages",IPEDS,student
PPLUS_PCT_LOW,plus_loan_pct_lower,Lower bound of estimated percentage range of students whose parents took out a PLUS loan,FSA/IPEDS,aid
PPLUS_PCT_HIGH,plus_loan_pct_upper,Upper bound of estimated percentage range of students whose parents took out a PLUS loan,FSA/IPEDS,aid
PPLUS_PCT_LOW_POOLED_SUPP,plus_loan_pct_lower_pooled,"Lower bound of estimated percentage range of students whose parents took out a PLUS loan, pooled in rolling averages and suppressed for small n size",FSA/IPEDS,aid
PPLUS_PCT_HIGH_POOLED_SUPP,plus_loan_pct_upper_pooled,"Upper bound of estimated percentage range of students whose parents took out a PLUS loan, pooled in rolling averages and suppressed for small n size",FSA/IPEDS,aid
POOLYRS_PLUSPCT,plus_loan_pct_years,Years used for rolling averages of PPLUS_PCT_LOW_POOLED_SUPP and PPLUS_PCT_HIGH_POOLED_SUPP,FSA/IPEDS,aid
PLUS_DEBT_INST_N,plus_debt.all.eval_inst.count,Student recipient count for median PLUS loan debt disbursed at this institution,NSLDS,aid
PLUS_DEBT_INST_MD,plus_debt.all.eval_inst.median,Median PLUS loan debt disbursed at this institution,NSLDS,aid
PLUS_DEBT_ALL_N,plus_debt.all.all_inst.count,Student recipient count for median PLUS loan debt disbursed at all institutions,NSLDS,aid
PLUS_DEBT_ALL_MD,plus_debt.all.all_inst.median,Median PLUS loan debt disbursed at all institutions,NSLDS,aid
PLUS_DEBT_INST_COMP_N,plus_debt.completers.eval_inst.count,Student recipient count for median PLUS loan debt disbursed to completers at this institution,NSLDS,aid
PLUS_DEBT_INST_COMP_MD,plus_debt.completers.eval_inst.median,Median PLUS loan debt disbursed to completers at this institution,NSLDS,aid
